name,manufacturer,serving_size,energy_kcal,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,serving_size_g,serving_size_issue,serving_size_g_clean,risk_energy,risk_fat_total,risk_saturated_fat,risk_sodium,risk_sugar,label_konsumsi,alasan_label,garam_g_estimasi,risk_energy_score,risk_fat_total_score,risk_saturated_fat_score,risk_sodium_score,risk_sugar_score,total_risk_score,persen_akg_energi,persen_akg_protein,persen_akg_lemak_total,persen_akg_karbohidrat,persen_akg_serat,persen_akg_natrium,persen_akg_garam,manufacturer_clean
Agar-agar swallow globe brand,Tidak Diketahui,8 g,20.0,0.0,8.0,0.0,0.0,0.0,8.0,0.93,0.0,2.46,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,0,8.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.75,0.0,0.0,1.86,21.62,0.0,0.0,Tidak Diketahui
Permen Xylitol fresh mint,Tidak Diketahui,0 g,10.0,0.0,3.0,0.0,0.0,0.0,0.0,0.47,0.0,0.92,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.38,0.0,0.0,0.7,0.0,0.0,0.0,Tidak Diketahui
Indofood Kecap Manis (135 ml),Tidak Diketahui,0 g,45.0,0.0,11.0,0.0,9.0,240.0,0.0,2.09,0.0,3.38,0.0,16.0,0.0,16.0,0.0,4.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (16.00%),0.6,0,0,0,1,0,1,1.7,0.0,0.0,2.56,0.0,16.0,16.0,Tidak Diketahui
Golden Farm frozen pea,PT. Sukanda djaya,7 g,90.0,7.0,12.0,1.0,3.0,0.0,0.0,4.19,11.67,3.69,1.49,0.0,0.0,0.0,12.0,4.0,5.0,0.0,0.0,7.0,0,7.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.4,10.77,1.33,2.79,0.0,0.0,0.0,PT. Sukanda djaya
White Anchovy Powder,Tidak Diketahui,3 g,15.0,3.0,0.0,0.0,0.0,70.0,0.0,0.7,5.0,0.0,0.0,4.67,0.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,0,3.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.175,0,0,0,0,0,0,0.57,4.62,0.0,0.0,0.0,4.67,4.67,Tidak Diketahui
Mie Sedaap Instant Rasa Soto 75 g,PT. Karunia Alam Segar,2 g,340.0,8.0,46.0,13.0,3.0,1030.0,2.0,15.81,13.33,14.15,19.4,68.67,30.0,69.0,0.0,0.0,0.0,20.0,0.0,2.0,0,2.0,Batasi,Batasi,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (15.81%); lemak total %AKG sedang (19.40%); lemak jenuh %AKG tinggi (30.00%); natrium %AKG tinggi (68.67%),2.575,1,1,2,2,0,6,12.83,12.31,17.33,10.7,5.41,68.67,68.67,PT. Karunia Alam Segar
Entrasol Quick Start Chia Seeds,PT.Sanghiang perkasa,1 g,130.0,2.0,22.0,3.5,12.0,105.0,1.0,6.05,3.33,6.77,5.22,7.0,10.0,7.0,0.0,7.0,0.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Batasi,Aman,Batasi,Batasi,lemak jenuh %AKG sedang (10.00%); gula sedang (12.00 g),0.2625,0,0,1,0,1,2,4.91,3.08,4.67,5.12,2.7,7.0,7.0,PT. Sanghiang perkasa
Susu bubuk dancow fullcream,PT. Nestle Indonesia,0 g,120.0,5.0,13.0,6.0,0.0,90.0,0.0,5.58,8.33,4.0,8.96,6.0,18.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,1,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (18.00%),0.225,0,0,1,0,0,1,4.53,7.69,8.0,3.02,0.0,6.0,6.0,PT. Nestle Indonesia
Roma sari gandum,PT. Mayora Indah Tbk.,2 g,100.0,2.0,13.0,4.0,3.0,0.0,0.0,4.65,3.33,4.0,5.97,0.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.77,3.08,5.33,3.02,0.0,0.0,0.0,PT. Mayora Indah Tbk.
Sariroti Sandwich kacang,PT. Nippon Indosari corporindo Tbk,2 g,140.0,5.0,18.0,6.0,2.0,135.0,2.0,6.51,8.33,5.54,8.96,9.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.3375,0,0,0,0,0,0,5.28,7.69,8.0,4.19,5.41,9.0,9.0,PT. Nippon Indosari corporindo Tbk.
Khong guan malkist sayur,Tidak Diketahui,2 g,100.0,2.0,14.0,4.0,0.0,120.0,0.0,4.65,3.33,4.31,5.97,8.0,0.0,8.0,0.0,0.0,5.0,6.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.3,0,0,0,0,0,0,3.77,3.08,5.33,3.26,0.0,8.0,8.0,Tidak Diketahui
"Steamed Dumpling, Chiu Chow Style",Tidak Diketahui,1.90 g,92.0,1.9,13.0,3.5,0.0,220.0,0.0,4.28,3.17,4.0,5.22,14.67,0.0,15.0,0.0,0.0,5.0,6.0,0.0,1.9,0,1.9,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (14.67%),0.55,0,0,0,1,0,1,3.47,2.92,4.67,3.02,0.0,14.67,14.67,Tidak Diketahui
Cimory yogurt set,PT. Cisaura mountain dairy,3 g,100.0,3.0,16.0,2.5,11.0,0.0,0.0,4.65,5.0,4.92,3.73,0.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,3.0,0,3.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (11.00 g),0.0,0,0,0,0,1,1,3.77,4.62,3.33,3.72,0.0,0.0,0.0,PT. Cisaura mountain dairy
Royco kaldu ayam,PT. Unilever Indonesia,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT. Unilever Indonesia
SUP KRIM AYAM ROYCO,Tidak Diketahui,2 g,50.0,2.0,0.0,1.0,0.0,710.0,0.0,2.33,3.33,0.0,1.49,47.33,0.0,48.0,4.0,0.0,3.0,0.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (47.33%),1.775,0,0,0,2,0,2,1.89,3.08,1.33,0.0,0.0,47.33,47.33,Tidak Diketahui
Sarimi Kaldu Ayam,Tidak Diketahui,2 g,320.0,4.0,45.0,12.0,11.0,670.0,2.0,14.88,6.67,13.85,17.91,44.67,30.0,45.0,0.0,0.0,0.0,18.0,0.0,2.0,0,2.0,Batasi,Batasi,Waspada,Waspada,Batasi,Waspada,energi %AKG sedang (14.88%); lemak total %AKG sedang (17.91%); lemak jenuh %AKG tinggi (30.00%); natrium %AKG tinggi (44.67%); gula sedang (11.00 g),1.675,1,1,2,2,1,7,12.08,6.15,16.0,10.47,5.41,44.67,44.67,Tidak Diketahui
Sariroti Roti tawar,PT. Nippon Indosari corporindo Tbk,1 g,200.0,7.0,37.0,3.0,2.0,280.0,1.0,9.3,11.67,11.38,4.48,18.67,0.0,19.0,12.0,12.0,0.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (18.67%),0.7,0,0,0,1,0,1,7.55,10.77,4.0,8.6,2.7,18.67,18.67,PT. Nippon Indosari corporindo Tbk.
Coklat silverqueen chunky almond bar,PT. Petra food indonesia,3 g,170.0,3.0,15.0,11.0,12.0,0.0,0.0,7.91,5.0,4.62,16.42,0.0,0.0,0.0,5.0,0.0,8.0,17.0,0.0,3.0,0,3.0,Aman,Batasi,Aman,Aman,Batasi,Batasi,lemak total %AKG sedang (16.42%); gula sedang (12.00 g),0.0,0,1,0,0,1,2,6.42,4.62,14.67,3.49,0.0,0.0,0.0,PT. Petra food indonesia
RITZ Creackers Original (isis 3 pack),PT. Mondelez International,2 g,140.0,2.0,20.0,6.0,0.0,115.0,0.0,6.51,3.33,6.15,8.96,7.67,18.0,8.0,0.0,0.0,0.0,9.0,0.0,2.0,0,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (18.00%),0.2875,0,0,1,0,0,1,5.28,3.08,8.0,4.65,0.0,7.67,7.67,PT. Mondelez International
Ichitan Thai Milk Tea,Tidak Diketahui,6 g,45.0,2.0,24.0,5.0,17.0,130.0,6.0,6.98,3.33,7.38,7.46,8.67,225.0,9.0,0.0,0.0,0.0,0.0,20.0,6.0,0,6.0,Aman,Aman,Waspada,Aman,Batasi,Waspada,lemak jenuh %AKG tinggi (225.00%); gula sedang (17.00 g),0.325,0,0,2,0,1,3,1.7,3.08,6.67,5.58,16.22,8.67,8.67,Tidak Diketahui
Indomie mi goreng,PT. Indofood CBP Sukses Makmur Tbk.,2 g,130.0,8.0,54.0,14.0,8.0,1070.0,2.0,13.95,13.33,16.62,20.9,71.33,35.0,72.0,0.0,0.0,0.0,21.0,0.0,2.0,0,2.0,Batasi,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG sedang (13.95%); lemak total %AKG tinggi (20.90%); lemak jenuh %AKG tinggi (35.00%); natrium %AKG tinggi (71.33%),2.675,1,2,2,2,0,7,4.91,12.31,18.67,12.56,5.41,71.33,71.33,PT. Indofood CBP Sukses Makmur Tbk.
Pop Ice Moccacino,PT. Forisa Nusapersada,1 g,15.0,1.0,22.0,1.5,15.0,30.0,0.0,5.12,1.67,6.77,2.24,2.0,8.0,0.0,0.0,7.0,6.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (15.00 g),0.075,0,0,0,0,1,1,0.57,1.54,2.0,5.12,0.0,2.0,2.0,PT. Forisa Nusapersada
Cokelat pasta,PT. Diamond Cold Storage,2 g,130.0,2.0,32.0,14.0,21.0,30.0,0.0,12.09,3.33,9.85,20.9,2.0,40.0,0.0,0.0,0.0,13.0,21.0,0.0,2.0,0,2.0,Batasi,Waspada,Waspada,Aman,Waspada,Waspada,energi %AKG sedang (12.09%); lemak total %AKG tinggi (20.90%); lemak jenuh %AKG tinggi (40.00%); gula tinggi (21.00 g),0.075,1,2,2,0,2,7,4.91,3.08,18.67,7.44,0.0,2.0,2.0,PT. Diamond Cold Storage
Frisian flag cokelat (kental manis),PT. Frisian Flag Indonesia,1 g,135.0,1.0,23.0,4.5,19.0,0.0,0.0,6.28,1.67,7.08,6.72,0.0,0.0,0.0,0.0,8.0,7.0,7.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (19.00 g),0.0,0,0,0,0,1,1,5.09,1.54,6.0,5.35,0.0,0.0,0.0,PT. Frisian Flag Indonesia
Pop Ice Mangga,PT. Forisa Nusapersada,1 g,15.0,1.0,22.0,1.5,15.0,15.0,0.0,5.12,1.67,6.77,2.24,1.0,0.0,0.0,0.0,7.0,6.0,3.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (15.00 g),0.0375,0,0,0,0,1,1,0.57,1.54,2.0,5.12,0.0,1.0,1.0,PT. Forisa Nusapersada
Ovomaltine,Tidak Diketahui,0.80 g,109.0,0.8,11.9,6.4,10.9,50.0,0.0,5.07,1.33,3.66,9.55,3.33,0.0,0.0,0.0,4.0,6.0,10.0,0.0,0.8,0,0.8,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (10.90 g),0.125,0,0,0,0,1,1,4.11,1.23,8.53,2.77,0.0,3.33,3.33,Tidak Diketahui
Keju greenfileds mozzarella,PT. Greenfield Indonesia,7 g,90.0,7.0,2.0,6.0,0.0,0.0,0.0,4.19,11.67,0.62,8.96,0.0,0.0,0.0,12.0,0.0,5.0,9.0,0.0,7.0,0,7.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.4,10.77,8.0,0.47,0.0,0.0,0.0,PT. Greenfield Indonesia
Kratingdaeng Pro,Tidak Diketahui,0 g,120.0,0.0,27.0,0.0,27.0,0.0,0.0,5.58,0.0,8.31,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (27.00 g),0.0,0,0,0,0,2,2,4.53,0.0,0.0,6.28,0.0,0.0,0.0,Tidak Diketahui
Roma : Biskuit Kelapa,PT. Mayora Indah Tbk.,2 g,130.0,2.0,19.0,5.0,6.0,90.0,0.0,6.05,3.33,5.85,7.46,6.0,10.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,0,2.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (10.00%),0.225,0,0,1,0,0,1,4.91,3.08,6.67,4.42,0.0,6.0,6.0,PT. Mayora Indah Tbk.
Superco,PT. Khong Guan Biscuit Factory Indonesia LTD,1 g,80.0,1.0,13.0,3.0,4.0,80.0,0.0,3.72,1.67,4.0,4.48,5.33,8.0,6.0,0.0,0.0,0.0,5.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.2,0,0,0,0,0,0,3.02,1.54,4.0,3.02,0.0,5.33,5.33,PT. Khong Guan Biscuit Factory Indonesia LTD
Saus Sesame,Tidak Diketahui,1 g,100.0,1.0,4.0,9.0,0.0,260.0,0.0,4.65,1.67,1.23,13.43,17.33,8.0,18.0,0.0,0.0,0.0,14.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Batasi,Aman,Batasi,lemak total %AKG sedang (13.43%); natrium %AKG sedang (17.33%),0.65,0,1,0,1,0,2,3.77,1.54,12.0,0.93,0.0,17.33,17.33,Tidak Diketahui
Nissin Assorted Biscuits,PT. Serena Indopangan Industri,1 g,45.0,1.0,18.0,5.0,7.0,60.0,1.0,5.58,1.67,5.54,7.46,4.0,0.0,0.0,0.0,6.0,6.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.15,0,0,0,0,0,0,1.7,1.54,6.67,4.19,2.7,4.0,4.0,PT. Serena Indopangan Industri
So you minuman kedelai,Tidak Diketahui,4 g,100.0,4.0,15.0,2.5,11.0,0.0,0.0,4.65,6.67,4.62,3.73,0.0,0.0,0.0,7.0,5.0,5.0,0.0,0.0,4.0,0,4.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (11.00 g),0.0,0,0,0,0,1,1,3.77,6.15,3.33,3.49,0.0,0.0,0.0,Tidak Diketahui
Khong guan Saltcheese,Tidak Diketahui,0 g,80.0,1.0,10.0,4.0,2.0,0.0,0.0,3.72,1.67,3.08,5.97,0.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.02,1.54,5.33,2.33,0.0,0.0,0.0,Tidak Diketahui
SOESNACK CHEESE,Tidak Diketahui,1 g,45.0,1.0,3.0,3.5,0.0,35.0,0.0,2.09,1.67,0.92,5.22,2.33,0.0,3.0,0.0,0.0,3.0,6.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0875,0,0,0,0,0,0,1.7,1.54,4.67,0.7,0.0,2.33,2.33,Tidak Diketahui
permen xylitol jeruk nipis,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.47,0.0,0.62,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.38,0.0,0.0,0.47,0.0,0.0,0.0,Tidak Diketahui
Sariroti Sandwich pandan sarikaya,PT. Nippon Indosari corporindo Tbk,1 g,110.0,2.0,19.0,2.5,4.0,180.0,1.0,5.12,3.33,5.85,3.73,12.0,0.0,12.0,0.0,6.0,6.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Batasi,Aman,Batasi,natrium %AKG sedang (12.00%),0.45,0,0,0,1,0,1,4.15,3.08,3.33,4.42,2.7,12.0,12.0,PT. Nippon Indosari corporindo Tbk.
Garlic parmesan (classic wings),Tidak Diketahui,1 g,206.0,16.0,1.0,15.0,0.0,0.0,1.0,9.58,26.67,0.31,22.39,0.0,0.0,0.0,27.0,0.0,10.0,23.0,0.0,1.0,0,1.0,Aman,Waspada,Aman,Aman,Aman,Waspada,lemak total %AKG tinggi (22.39%),0.0,0,2,0,0,0,2,7.77,24.62,20.0,0.23,2.7,0.0,0.0,Tidak Diketahui
Monde Serena Egg Rolls Original,PT. Monde Mahkota Biskuit,1 g,45.0,1.0,8.0,5.0,4.0,10.0,1.0,3.72,1.67,2.46,7.46,0.67,13.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Batasi,Aman,Aman,Batasi,lemak jenuh %AKG sedang (13.00%),0.025,0,0,1,0,0,1,1.7,1.54,6.67,1.86,2.7,0.67,0.67,PT. Monde Mahkota Biskuit
You C1000 Lemon Water,Tidak Diketahui,0 g,150.0,0.0,37.0,0.0,37.0,60.0,0.0,6.98,0.0,11.38,0.0,4.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (37.00 g),0.15,0,0,0,0,2,2,5.66,0.0,0.0,8.6,0.0,4.0,4.0,Tidak Diketahui
Gery Saluut Malkist,PT. Garudafood Putra Putri Jaya Tbk,2 g,130.0,2.0,19.0,5.0,5.0,0.0,0.0,6.05,3.33,5.85,7.46,0.0,0.0,0.0,0.0,6.0,7.0,8.0,0.0,2.0,0,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,4.91,3.08,6.67,4.42,0.0,0.0,0.0,PT. Garudafood Putra Putri Jaya Tbk.
quaker instan oatmeal,Tidak Diketahui,4 g,140.0,4.0,24.0,3.5,0.0,0.0,0.0,6.51,6.67,7.38,5.22,0.0,0.0,0.0,7.0,8.0,7.0,0.0,0.0,4.0,0,4.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,5.28,6.15,4.67,5.58,0.0,0.0,0.0,Tidak Diketahui
Sirup Sunquick Exotic,PT.Lasallefood,0 g,45.0,0.0,11.0,0.0,11.0,0.0,0.0,2.09,0.0,3.38,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (11.00 g),0.0,0,0,0,0,1,1,1.7,0.0,0.0,2.56,0.0,0.0,0.0,PT. Lasallefood
Frisian flag full cream,PT.Frisian Flag Indonesia,7 g,140.0,7.0,13.0,7.0,11.0,100.0,0.0,6.51,11.67,4.0,10.45,6.67,0.0,7.0,12.0,0.0,0.0,11.0,0.0,7.0,0,7.0,Aman,Batasi,Aman,Aman,Batasi,Batasi,lemak total %AKG sedang (10.45%); gula sedang (11.00 g),0.25,0,1,0,0,1,2,5.28,10.77,9.33,3.02,0.0,6.67,6.67,PT. Frisian Flag Indonesia
Pop Ice flavour strawberry,Tidak Diketahui,1 g,20.0,1.0,22.0,2.0,19.0,35.0,0.0,5.12,1.67,6.77,2.99,2.33,0.0,0.0,0.0,7.0,6.0,3.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (19.00 g),0.0875,0,0,0,0,1,1,0.75,1.54,2.67,5.12,0.0,2.33,2.33,Tidak Diketahui
Teajus Madu,PT. Karunia Alam Segar,0 g,30.0,0.0,7.0,0.0,7.0,5.0,0.0,1.4,0.0,2.15,0.0,0.33,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0125,0,0,0,0,0,0,1.13,0.0,0.0,1.63,0.0,0.33,0.33,PT. Karunia Alam Segar
KitKat,PT. Nestle Indonesia,1 g,90.0,1.0,10.0,5.0,0.0,15.0,0.0,4.19,1.67,3.08,7.46,1.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0375,0,0,0,0,0,0,3.4,1.54,6.67,2.33,0.0,1.0,1.0,PT. Nestle Indonesia
Saus Hoisin,Tidak Diketahui,1 g,100.0,1.0,22.0,0.5,21.0,0.0,1.0,4.65,1.67,6.77,0.75,0.0,0.0,0.0,0.0,7.0,5.0,0.0,4.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Waspada,Waspada,gula tinggi (21.00 g),0.0,0,0,0,0,2,2,3.77,1.54,0.67,5.12,2.7,0.0,0.0,Tidak Diketahui
Sedaap Tasty bakmi ayam,PT. Karunia Alam Segar,7 g,590.0,15.0,84.0,22.0,6.0,810.0,7.0,27.44,25.0,25.85,32.84,54.0,45.0,54.0,0.0,0.0,0.0,33.0,0.0,7.0,0,7.0,Waspada,Waspada,Waspada,Waspada,Aman,Waspada,energi %AKG tinggi (27.44%); lemak total %AKG tinggi (32.84%); lemak jenuh %AKG tinggi (45.00%); natrium %AKG tinggi (54.00%),2.025,2,2,2,2,0,8,22.26,23.08,29.33,19.53,18.92,54.0,54.0,PT. Karunia Alam Segar
Susu greenfields full cream,PT. Greenfield Indonesia,1 g,160.0,8.0,12.0,9.0,7.0,0.0,1.0,7.44,13.33,3.69,13.43,0.0,0.0,0.0,14.0,0.0,8.0,14.0,0.0,1.0,0,1.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (13.43%),0.0,0,1,0,0,0,1,6.04,12.31,12.0,2.79,2.7,0.0,0.0,PT. Greenfield Indonesia
Kobe Tepung Bumbu Serbaguna Special,PT. Kobe Boga Utama,1 g,0.0,2.0,13.0,0.0,0.0,450.0,1.0,2.79,3.33,4.0,0.0,30.0,0.0,30.0,4.0,4.0,0.0,0.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Waspada,Aman,Waspada,natrium %AKG tinggi (30.00%),1.125,0,0,0,2,0,2,0.0,3.08,0.0,3.02,2.7,30.0,30.0,PT. Kobe Boga Utama
prenagen esensis susu bubuk rasa moka,Tidak Diketahui,7 g,150.0,7.0,29.0,1.0,0.0,110.0,0.0,6.98,11.67,8.92,1.49,7.33,0.0,8.0,12.0,9.0,0.0,0.0,0.0,7.0,0,7.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.275,0,0,0,0,0,0,5.66,10.77,1.33,6.74,0.0,7.33,7.33,Tidak Diketahui
BANGO kecap manis (400 ml),PT. ANUGRAH MUTU BERSAMA,0 g,60.0,0.0,15.0,0.0,13.0,400.0,0.0,2.79,0.0,4.62,0.0,26.67,0.0,27.0,0.0,5.0,3.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Waspada,Batasi,Waspada,natrium %AKG tinggi (26.67%); gula sedang (13.00 g),1.0,0,0,0,2,1,3,2.26,0.0,0.0,3.49,0.0,26.67,26.67,PT. ANUGRAH MUTU BERSAMA
Nestle air minum,PT. Nestle Indonesia,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PT. Nestle Indonesia
Dancow FortiGro rasa vanilla,PT. Nestle Indonesia,5 g,50.0,5.0,14.0,6.0,11.0,90.0,0.0,5.58,8.33,4.31,8.96,6.0,15.0,0.0,9.0,0.0,0.0,9.0,0.0,5.0,0,5.0,Aman,Aman,Batasi,Aman,Batasi,Batasi,lemak jenuh %AKG sedang (15.00%); gula sedang (11.00 g),0.225,0,0,1,0,1,2,1.89,7.69,8.0,3.26,0.0,6.0,6.0,PT. Nestle Indonesia
Keju kraft quick melt,PT. Kraft foods Indonesia,5 g,100.0,5.0,4.0,7.0,1.0,0.0,0.0,4.65,8.33,1.23,10.45,0.0,0.0,0.0,9.0,0.0,5.0,11.0,0.0,5.0,0,5.0,Aman,Batasi,Aman,Aman,Aman,Batasi,lemak total %AKG sedang (10.45%),0.0,0,1,0,0,0,1,3.77,7.69,9.33,0.93,0.0,0.0,0.0,PT. Kraft foods Indonesia
Haverjoy,Tidak Diketahui,8 g,140.0,3.0,25.0,3.5,0.0,0.0,8.0,6.51,5.0,7.69,5.22,0.0,0.0,0.0,0.0,8.0,7.0,0.0,27.0,8.0,0,8.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,5.28,4.62,4.67,5.81,21.62,0.0,0.0,Tidak Diketahui
Hydromama,PT. KARNIEL PACIFIC INDONESIA,0 g,0.0,0.0,18.0,0.0,15.0,85.0,0.0,0.0,0.0,5.54,0.0,5.67,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,1,2.0,Aman,Aman,Aman,Aman,Batasi,Batasi,gula sedang (15.00 g),0.2125,0,0,0,0,1,1,0.0,0.0,0.0,4.19,0.0,5.67,5.67,PT. KARNIEL PACIFIC INDONESIA
Biskuit Serena broniz,PT. Serena Land,1 g,100.0,2.0,13.0,5.0,7.0,0.0,1.0,4.65,3.33,4.0,7.46,0.0,0.0,0.0,0.0,4.0,5.0,8.0,0.0,1.0,0,1.0,Aman,Aman,Aman,Aman,Aman,Aman,kandungan pembatas relatif rendah,0.0,0,0,0,0,0,0,3.77,3.08,6.67,3.02,2.7,0.0,0.0,PT. Serena Land
Pop Mie Goreng Pedas Gledek,PT. Indofood CBP Sukses Makmur Tbk.,6 g,370.0,6.0,45.0,18.0,0.0,930.0,0.0,17.21,10.0,13.85,26.87,62.0,0.0,62.0,0.0,0.0,18.0,27.0,0.0,6.0,0,6.0,Batasi,Waspada,Aman,Waspada,Aman,Waspada,energi %AKG sedang (17.21%); lemak total %AKG tinggi (26.87%); natrium %AKG tinggi (62.00%),2.325,1,2,0,2,0,5,13.96,9.23,24.0,10.47,0.0,62.0,62.0,PT. Indofood CBP Sukses Makmur Tbk.
